coin,rule_id,backstop_pct,trailing_pct,min_profit,base_pct,pnl_pct,max_dd_pct,n_buys,n_sells
KRW-ADA,2,-0.100,-0.030,0.020,0.30,21.954,-11.330,16,14
KRW-ADA,3,-0.100,-0.030,0.030,0.30,21.954,-11.330,16,14
KRW-ADA,8,-0.100,-0.050,0.030,0.30,15.034,-11.330,16,14
KRW-ADA,5,-0.100,-0.030,0.080,0.30,21.954,-11.330,16,14
KRW-ADA,9,-0.100,-0.050,0.050,0.30,15.034,-11.330,16,14
KRW-ADA,10,-0.100,-0.050,0.080,0.30,15.034,-11.330,16,14
KRW-ADA,11,-0.100,-0.070,0.000,0.30,63.509,-17.604,16,13
KRW-ADA,12,-0.100,-0.070,0.020,0.30,63.509,-17.604,16,13
KRW-ADA,13,-0.100,-0.070,0.030,0.30,63.509,-17.604,16,13
KRW-ADA,14,-0.100,-0.070,0.050,0.30,63.509,-17.604,16,13
KRW-ADA,15,-0.100,-0.070,0.080,0.30,63.509,-17.604,16,13
KRW-ADA,16,-0.100,-0.100,0.000,0.30,51.982,-20.989,16,13
KRW-ADA,17,-0.100,-0.100,0.020,0.30,51.982,-20.989,16,13
KRW-ADA,18,-0.100,-0.100,0.030,0.30,51.982,-20.989,16,13
KRW-ADA,19,-0.100,-0.100,0.050,0.30,51.982,-20.989,16,13
KRW-ADA,20,-0.100,-0.100,0.080,0.30,51.982,-20.989,16,13
KRW-ADA,21,-0.150,-0.030,0.000,0.30,21.671,-11.330,16,14
KRW-ADA,22,-0.150,-0.030,0.020,0.30,21.671,-11.330,16,14
KRW-ADA,23,-0.150,-0.030,0.030,0.30,21.671,-11.330,16,14
KRW-ADA,24,-0.150,-0.030,0.050,0.30,21.671,-11.330,16,14
KRW-ADA,25,-0.150,-0.030,0.080,0.30,21.671,-11.330,16,14
KRW-ADA,4,-0.100,-0.030,0.050,0.30,21.954,-11.330,16,14
KRW-ADA,7,-0.100,-0.050,0.020,0.30,15.034,-11.330,16,14
KRW-ADA,1,-0.100,-0.030,0.000,0.30,21.954,-11.330,16,14
KRW-ADA,27,-0.150,-0.050,0.020,0.30,14.767,-11.330,16,14
KRW-ADA,26,-0.150,-0.050,0.000,0.30,14.767,-11.330,16,14
KRW-ADA,28,-0.150,-0.050,0.030,0.30,14.767,-11.330,16,14
KRW-ADA,29,-0.150,-0.050,0.050,0.30,14.767,-11.330,16,14
KRW-ADA,30,-0.150,-0.050,0.080,0.30,14.767,-11.330,16,14
KRW-ADA,31,-0.150,-0.070,0.000,0.30,62.023,-19.932,16,12
KRW-ADA,32,-0.150,-0.070,0.020,0.30,62.023,-19.932,16,12
KRW-ADA,33,-0.150,-0.070,0.030,0.30,62.023,-19.932,16,12
KRW-ADA,34,-0.150,-0.070,0.050,0.30,62.023,-19.932,16,12
KRW-ADA,35,-0.150,-0.070,0.080,0.30,62.023,-19.932,16,12
KRW-ADA,37,-0.150,-0.100,0.020,0.30,68.333,-20.386,16,12
KRW-ADA,36,-0.150,-0.100,0.000,0.30,68.333,-20.386,16,12
KRW-ADA,6,-0.100,-0.050,0.000,0.30,15.034,-11.330,16,14
KRW-ADA,38,-0.150,-0.100,0.030,0.30,68.333,-20.386,16,12
KRW-ADA,40,-0.150,-0.100,0.080,0.30,68.333,-20.386,16,12
KRW-ADA,39,-0.150,-0.100,0.050,0.30,68.333,-20.386,16,12
KRW-ADA,41,-0.200,-0.030,0.000,0.30,25.162,-12.579,16,11
KRW-ADA,43,-0.200,-0.030,0.030,0.30,25.162,-12.579,16,11
KRW-ADA,47,-0.200,-0.050,0.020,0.30,14.948,-12.579,16,11
KRW-ADA,45,-0.200,-0.030,0.080,0.30,25.162,-12.579,16,11
KRW-ADA,48,-0.200,-0.050,0.030,0.30,14.948,-12.579,16,11
KRW-ADA,50,-0.200,-0.050,0.080,0.30,14.948,-12.579,16,11
KRW-ADA,51,-0.200,-0.070,0.000,0.30,60.072,-22.088,16,10
KRW-ADA,52,-0.200,-0.070,0.020,0.30,60.072,-22.088,16,10
KRW-ADA,42,-0.200,-0.030,0.020,0.30,25.162,-12.579,16,11
KRW-ADA,53,-0.200,-0.070,0.030,0.30,60.072,-22.088,16,10
KRW-ADA,54,-0.200,-0.070,0.050,0.30,60.072,-22.088,16,10
KRW-ADA,55,-0.200,-0.070,0.080,0.30,60.072,-22.088,16,10
KRW-ADA,56,-0.200,-0.100,0.000,0.30,65.953,-22.530,16,10
KRW-ADA,49,-0.200,-0.050,0.050,0.30,14.948,-12.579,16,11
KRW-ADA,58,-0.200,-0.100,0.030,0.30,65.953,-22.530,16,10
KRW-ADA,59,-0.200,-0.100,0.050,0.30,65.953,-22.530,16,10
KRW-ADA,60,-0.200,-0.100,0.080,0.30,65.953,-22.530,16,10
KRW-ADA,61,-0.250,-0.030,0.000,0.30,25.162,-12.579,16,11
KRW-ADA,63,-0.250,-0.030,0.030,0.30,25.162,-12.579,16,11
KRW-ADA,57,-0.200,-0.100,0.020,0.30,65.953,-22.530,16,10
KRW-ADA,64,-0.250,-0.030,0.050,0.30,25.162,-12.579,16,11
KRW-ADA,46,-0.200,-0.050,0.000,0.30,14.948,-12.579,16,11
KRW-ADA,67,-0.250,-0.050,0.020,0.30,25.733,-12.579,16,11
KRW-ADA,65,-0.250,-0.030,0.080,0.30,25.162,-12.579,16,11
KRW-ADA,62,-0.250,-0.030,0.020,0.30,25.162,-12.579,16,11
KRW-ADA,69,-0.250,-0.050,0.050,0.30,25.733,-12.579,16,11
KRW-ADA,70,-0.250,-0.050,0.080,0.30,25.733,-12.579,16,11
KRW-ADA,44,-0.200,-0.030,0.050,0.30,25.162,-12.579,16,11
